,zone,time_window,weekday_pickup,weekend_pickup,weekday_dropoff,weekend_dropoff,weekday_differentials,weekend_differentials,supply_surplus_weekday,supply_surplus_weekend
0,1,1,0,0,5,1,5,1,True,True
1,1,2,0,0,9,5,9,5,True,True
2,1,3,0,0,13,2,13,2,True,True
3,1,4,0,0,9,2,9,2,True,True
4,1,5,0,0,8,4,8,4,True,True
5,1,6,1,0,11,7,10,7,True,True
6,1,7,0,0,17,8,17,8,True,True
7,1,8,0,0,52,21,52,21,True,True
8,1,9,0,0,98,47,98,47,True,True
9,1,10,0,0,237,78,237,78,True,True
10,1,11,1,2,371,125,370,123,True,True
11,1,12,5,1,538,159,533,158,True,True
12,1,13,3,0,496,176,493,176,True,True
13,1,14,3,0,451,185,448,185,True,True
14,1,15,1,1,401,202,400,201,True,True
15,1,16,2,0,291,154,289,154,True,True
16,1,17,0,0,271,164,271,164,True,True
17,1,18,5,0,293,168,288,168,True,True
18,1,19,0,0,289,158,289,158,True,True
19,1,20,2,1,323,162,321,161,True,True
20,1,21,0,0,313,141,313,141,True,True
21,1,22,0,1,372,172,372,171,True,True
22,1,23,0,0,316,159,316,159,True,True
23,1,24,1,1,379,178,378,177,True,True
24,1,25,0,0,324,152,324,152,True,True
25,1,26,3,0,399,190,396,190,True,True
26,1,27,2,0,374,154,372,154,True,True
27,1,28,1,0,492,195,491,195,True,True
28,1,29,1,1,502,228,501,227,True,True
29,1,30,2,1,558,301,556,300,True,True
30,1,31,1,0,636,326,635,326,True,True
31,1,32,1,3,661,362,660,359,True,True
32,1,33,0,0,590,320,590,320,True,True
33,1,34,3,1,411,294,408,293,True,True
34,1,35,3,0,334,227,331,227,True,True
35,1,36,2,1,272,188,270,187,True,True
36,1,37,0,1,267,179,267,178,True,True
37,1,38,2,1,269,188,267,187,True,True
38,1,39,1,0,276,131,275,131,True,True
39,1,40,1,0,216,110,215,110,True,True
40,1,41,0,1,128,53,128,52,True,True
41,1,42,0,1,93,45,93,44,True,True
42,1,43,1,2,64,28,63,26,True,True
43,1,44,0,0,41,12,41,12,True,True
44,1,45,0,0,22,6,22,6,True,True
45,1,46,0,1,15,6,15,5,True,True
46,1,47,1,0,13,5,12,5,True,True
47,1,48,0,0,11,1,11,1,True,True
48,2,1,1,0,2,0,1,0,True,False
49,2,2,0,0,0,0,0,0,False,False
50,2,3,0,0,0,0,0,0,False,False
51,2,4,0,0,0,0,0,0,False,False
52,2,5,0,0,0,0,0,0,False,False
53,2,6,0,0,0,0,0,0,False,False
54,2,7,0,0,0,0,0,0,False,False
55,2,8,0,0,0,0,0,0,False,False
56,2,9,0,0,0,0,0,0,False,False
57,2,10,0,0,0,0,0,0,False,False
58,2,11,0,0,0,0,0,0,False,False
59,2,12,0,0,0,0,0,0,False,False
60,2,13,0,0,1,0,1,0,True,False
61,2,14,0,0,0,0,0,0,False,False
62,2,15,0,0,0,0,0,0,False,False
63,2,16,0,0,0,0,0,0,False,False
64,2,17,0,0,0,1,0,1,False,True
65,2,18,0,0,0,0,0,0,False,False
66,2,19,0,0,0,0,0,0,False,False
67,2,20,0,0,0,0,0,0,False,False
68,2,21,0,0,0,0,0,0,False,False
69,2,22,0,0,0,0,0,0,False,False
70,2,23,1,1,1,0,0,-1,False,False
71,2,24,0,0,0,0,0,0,False,False
72,2,25,0,0,0,0,0,0,False,False
73,2,26,0,0,0,0,0,0,False,False
74,2,27,0,0,0,0,0,0,False,False
75,2,28,0,0,0,0,0,0,False,False
76,2,29,0,0,1,0,1,0,True,False
77,2,30,0,0,0,0,0,0,False,False
78,2,31,0,0,0,0,0,0,False,False
79,2,32,0,0,0,0,0,0,False,False
80,2,33,0,0,2,0,2,0,True,False
81,2,34,0,0,0,0,0,0,False,False
82,2,35,0,0,0,1,0,1,False,True
83,2,36,0,0,0,0,0,0,False,False
84,2,37,0,0,0,0,0,0,False,False
85,2,38,0,0,0,0,0,0,False,False
86,2,39,0,0,0,0,0,0,False,False
87,2,40,0,0,0,0,0,0,False,False
88,2,41,0,0,0,0,0,0,False,False
89,2,42,0,1,0,0,0,-1,False,False
90,2,43,0,0,0,0,0,0,False,False
91,2,44,0,0,0,0,0,0,False,False
92,2,45,0,0,0,0,0,0,False,False
93,2,46,1,0,1,0,0,0,False,False
94,2,47,2,0,2,0,0,0,False,False
95,2,48,4,0,4,0,0,0,False,False
96,3,1,0,0,28,6,28,6,True,True
97,3,2,0,1,18,9,18,8,True,True
98,3,3,0,1,17,8,17,7,True,True
99,3,4,0,0,10,11,10,11,True,True
100,3,5,0,0,14,13,14,13,True,True
101,3,6,0,0,4,15,4,15,True,True
102,3,7,1,0,6,16,5,16,True,True
103,3,8,1,2,4,11,3,9,True,True
104,3,9,0,0,3,15,3,15,True,True
105,3,10,0,2,6,10,6,8,True,True
106,3,11,1,0,3,6,2,6,True,True
107,3,12,1,1,4,2,3,1,True,True
108,3,13,0,0,2,6,2,6,True,True
109,3,14,0,0,4,4,4,4,True,True
110,3,15,0,0,4,0,4,0,True,False
111,3,16,1,0,8,1,7,1,True,True
112,3,17,0,0,3,2,3,2,True,True
113,3,18,0,0,5,1,5,1,True,True
114,3,19,0,0,2,3,2,3,True,True
115,3,20,0,0,4,3,4,3,True,True
116,3,21,1,0,7,4,6,4,True,True
117,3,22,0,0,1,1,1,1,True,True
118,3,23,1,0,6,5,5,5,True,True
119,3,24,0,0,4,0,4,0,True,False
120,3,25,0,0,3,7,3,7,True,True
121,3,26,0,0,1,1,1,1,True,True
122,3,27,1,0,7,3,6,3,True,True
123,3,28,0,0,3,5,3,5,True,True
124,3,29,0,0,5,4,5,4,True,True
125,3,30,0,0,6,4,6,4,True,True
126,3,31,0,0,8,2,8,2,True,True
127,3,32,0,0,5,1,5,1,True,True
128,3,33,0,0,4,8,4,8,True,True
129,3,34,0,1,7,4,7,3,True,True
130,3,35,0,0,4,8,4,8,True,True
131,3,36,1,0,9,5,8,5,True,True
132,3,37,0,0,4,6,4,6,True,True
133,3,38,0,0,8,8,8,8,True,True
134,3,39,0,0,8,3,8,3,True,True
135,3,40,1,0,9,6,8,6,True,True
136,3,41,0,0,8,3,8,3,True,True
137,3,42,0,0,9,1,9,1,True,True
138,3,43,0,0,12,4,12,4,True,True
139,3,44,1,0,13,6,12,6,True,True
140,3,45,0,0,18,7,18,7,True,True
141,3,46,1,0,27,9,26,9,True,True
142,3,47,0,0,22,3,22,3,True,True
143,3,48,1,0,23,4,22,4,True,True
144,4,1,738,1065,1336,1163,598,98,True,True
145,4,2,682,1148,1239,1258,557,110,True,True
146,4,3,567,1162,1068,1060,501,-102,True,False
147,4,4,432,1180,743,1043,311,-137,True,False
148,4,5,354,1186,637,956,283,-230,True,False
149,4,6,271,1081,539,897,268,-184,True,False
150,4,7,243,871,433,774,190,-97,True,False
151,4,8,181,686,385,636,204,-50,True,False
152,4,9,191,534,339,592,148,58,True,True
153,4,10,154,292,242,396,88,104,True,True
154,4,11,200,193,177,309,-23,116,False,True
155,4,12,305,171,160,183,-145,12,False,True
156,4,13,430,176,168,165,-262,-11,False,False
157,4,14,553,161,217,109,-336,-52,False,False
158,4,15,595,177,327,114,-268,-63,False,False
159,4,16,706,214,488,120,-218,-94,False,False
160,4,17,831,253,512,136,-319,-117,False,False
161,4,18,741,314,323,155,-418,-159,False,False
162,4,19,699,355,322,192,-377,-163,False,False
163,4,20,694,382,368,231,-326,-151,False,False
164,4,21,688,409,450,267,-238,-142,False,False
165,4,22,603,433,444,293,-159,-140,False,False
166,4,23,477,457,501,367,24,-90,True,False
167,4,24,505,446,472,422,-33,-24,False,False
168,4,25,405,417,506,532,101,115,True,True
169,4,26,400,402,519,527,119,125,True,True
170,4,27,387,399,574,470,187,71,True,True
171,4,28,368,364,546,474,178,110,True,True
172,4,29,415,423,639,518,224,95,True,True
173,4,30,388,343,681,448,293,105,True,True
174,4,31,368,350,673,515,305,165,True,True
175,4,32,351,319,679,471,328,152,True,True
176,4,33,281,289,669,473,388,184,True,True
177,4,34,264,287,640,448,376,161,True,True
178,4,35,351,292,888,489,537,197,True,True
179,4,36,524,371,1131,594,607,223,True,True
180,4,37,621,352,1373,624,752,272,True,True
181,4,38,700,420,1576,700,876,280,True,True
182,4,39,758,427,1719,764,961,337,True,True
183,4,40,797,394,1955,749,1158,355,True,True
184,4,41,742,439,1931,815,1189,376,True,True
185,4,42,870,407,1963,773,1093,366,True,True
186,4,43,980,436,2029,826,1049,390,True,True
187,4,44,883,475,1937,850,1054,375,True,True
188,4,45,970,450,1863,868,893,418,True,True
189,4,46,1018,567,1887,962,869,395,True,True
190,4,47,984,634,1775,996,791,362,True,True
191,4,48,1055,614,1793,996,738,382,True,True
192,5,1,0,0,1,0,1,0,True,False
193,5,2,0,0,0,2,0,2,False,True
194,5,3,0,0,3,2,3,2,True,True
195,5,4,0,0,1,1,1,1,True,True
196,5,5,0,0,1,1,1,1,True,True
197,5,6,0,0,1,0,1,0,True,False
198,5,7,0,0,2,1,2,1,True,True
199,5,8,0,0,0,1,0,1,False,True
200,5,9,0,0,1,1,1,1,True,True
201,5,10,0,0,1,0,1,0,True,False
202,5,11,0,0,0,0,0,0,False,False
203,5,12,0,0,0,0,0,0,False,False
204,5,13,0,0,0,1,0,1,False,True
205,5,14,0,0,0,0,0,0,False,False
206,5,15,0,0,0,0,0,0,False,False
207,5,16,0,0,0,0,0,0,False,False
208,5,17,0,0,0,0,0,0,False,False
209,5,18,0,0,0,0,0,0,False,False
210,5,19,0,0,0,1,0,1,False,True
211,5,20,0,0,0,1,0,1,False,True
212,5,21,0,0,0,0,0,0,False,False
213,5,22,0,0,0,0,0,0,False,False
214,5,23,0,0,1,0,1,0,True,False
215,5,24,0,0,0,0,0,0,False,False
216,5,25,0,0,0,0,0,0,False,False
217,5,26,0,0,0,0,0,0,False,False
218,5,27,0,0,0,0,0,0,False,False
219,5,28,0,0,1,0,1,0,True,False
220,5,29,0,0,1,0,1,0,True,False
221,5,30,0,0,0,0,0,0,False,False
222,5,31,0,0,0,0,0,0,False,False
223,5,32,0,0,0,0,0,0,False,False
224,5,33,0,0,0,1,0,1,False,True
225,5,34,0,0,0,0,0,0,False,False
226,5,35,0,0,0,0,0,0,False,False
227,5,36,0,0,0,0,0,0,False,False
228,5,37,0,0,0,0,0,0,False,False
229,5,38,0,0,0,0,0,0,False,False
230,5,39,0,0,0,0,0,0,False,False
231,5,40,0,0,0,0,0,0,False,False
232,5,41,0,0,1,0,1,0,True,False
233,5,42,0,0,1,0,1,0,True,False
234,5,43,0,0,0,0,0,0,False,False
235,5,44,0,0,6,0,6,0,True,False
236,5,45,0,0,1,0,1,0,True,False
237,5,46,0,0,2,0,2,0,True,False
238,5,47,0,0,3,0,3,0,True,False
239,5,48,0,0,1,1,1,1,True,True
240,6,1,1,1,8,0,7,-1,True,False
241,6,2,0,0,6,4,6,4,True,True
242,6,3,1,0,6,2,5,2,True,True
243,6,4,0,0,4,9,4,9,True,True
244,6,5,0,0,2,4,2,4,True,True
245,6,6,0,0,4,5,4,5,True,True
246,6,7,0,0,3,3,3,3,True,True
247,6,8,0,0,1,3,1,3,True,True
248,6,9,0,0,2,4,2,4,True,True
249,6,10,0,0,1,1,1,1,True,True
250,6,11,0,0,5,4,5,4,True,True
251,6,12,0,0,1,0,1,0,True,False
252,6,13,0,0,2,1,2,1,True,True
253,6,14,1,0,1,2,0,2,False,True
254,6,15,0,1,1,1,1,0,True,False
255,6,16,0,2,1,3,1,1,True,True
256,6,17,0,0,0,2,0,2,False,True
257,6,18,0,1,3,0,3,-1,True,False
258,6,19,0,1,8,3,8,2,True,True
259,6,20,0,1,2,2,2,1,True,True
260,6,21,0,0,2,0,2,0,True,False
261,6,22,1,0,0,0,-1,0,False,False
262,6,23,0,0,0,2,0,2,False,True
263,6,24,0,0,0,0,0,0,False,False
264,6,25,0,0,2,1,2,1,True,True
265,6,26,0,0,0,1,0,1,False,True
266,6,27,0,0,0,0,0,0,False,False
267,6,28,0,0,0,1,0,1,False,True
268,6,29,0,0,1,0,1,0,True,False
269,6,30,0,0,4,1,4,1,True,True
270,6,31,0,0,2,0,2,0,True,False
271,6,32,0,0,2,3,2,3,True,True
272,6,33,0,0,2,2,2,2,True,True
273,6,34,0,0,1,3,1,3,True,True
274,6,35,1,1,0,2,-1,1,False,True
275,6,36,2,0,3,1,1,1,True,True
276,6,37,0,0,2,3,2,3,True,True
277,6,38,3,0,4,1,1,1,True,True
278,6,39,1,0,4,0,3,0,True,False
279,6,40,0,0,4,1,4,1,True,True
280,6,41,1,1,9,1,8,0,True,False
281,6,42,0,0,12,2,12,2,True,True
282,6,43,0,0,15,4,15,4,True,True
283,6,44,0,0,15,2,15,2,True,True
284,6,45,0,0,11,3,11,3,True,True
285,6,46,0,0,8,1,8,1,True,True
286,6,47,1,0,15,2,14,2,True,True
287,6,48,1,0,7,5,6,5,True,True
288,7,1,761,629,2916,1451,2155,822,True,True
289,7,2,809,718,3087,1885,2278,1167,True,True
290,7,3,686,733,2636,1990,1950,1257,True,True
291,7,4,577,700,1889,1962,1312,1262,True,True
292,7,5,525,754,1679,1962,1154,1208,True,True
293,7,6,465,703,1261,1811,796,1108,True,True
294,7,7,419,639,1040,1629,621,990,True,True
295,7,8,352,530,832,1452,480,922,True,True
296,7,9,409,629,854,1331,445,702,True,True
297,7,10,397,465,684,1108,287,643,True,True
298,7,11,474,370,444,767,-30,397,False,True
299,7,12,505,309,306,469,-199,160,False,True
300,7,13,570,234,276,315,-294,81,False,True
301,7,14,608,272,246,197,-362,-75,False,False
302,7,15,715,234,241,181,-474,-53,False,False
303,7,16,711,298,325,193,-386,-105,False,False
304,7,17,683,268,278,194,-405,-74,False,False
305,7,18,506,325,235,179,-271,-146,False,False
306,7,19,403,377,239,255,-164,-122,False,False
307,7,20,332,377,250,233,-82,-144,False,False
308,7,21,313,342,305,258,-8,-84,False,False
309,7,22,310,346,280,257,-30,-89,False,False
310,7,23,284,273,270,263,-14,-10,False,False
311,7,24,271,258,327,231,56,-27,True,False
312,7,25,254,227,292,286,38,59,True,True
313,7,26,231,227,330,295,99,68,True,True
314,7,27,209,228,334,274,125,46,True,True
315,7,28,228,227,364,265,136,38,True,True
316,7,29,245,228,375,254,130,26,True,True
317,7,30,214,192,400,311,186,119,True,True
318,7,31,192,216,407,279,215,63,True,True
319,7,32,172,170,384,305,212,135,True,True
320,7,33,178,178,334,320,156,142,True,True
321,7,34,208,208,362,284,154,76,True,True
322,7,35,280,245,451,335,171,90,True,True
323,7,36,286,211,550,376,264,165,True,True
324,7,37,315,205,644,408,329,203,True,True
325,7,38,288,195,756,392,468,197,True,True
326,7,39,297,217,767,477,470,260,True,True
327,7,40,297,232,950,425,653,193,True,True
328,7,41,273,250,985,465,712,215,True,True
329,7,42,307,217,1195,490,888,273,True,True
330,7,43,352,232,1362,571,1010,339,True,True
331,7,44,396,297,1693,628,1297,331,True,True
332,7,45,491,309,1963,727,1472,418,True,True
333,7,46,612,373,2465,852,1853,479,True,True
334,7,47,635,433,2774,994,2139,561,True,True
335,7,48,706,439,2973,1185,2267,746,True,True
336,8,1,0,1,10,5,10,4,True,True
337,8,2,2,4,11,9,9,5,True,True
338,8,3,2,0,10,10,8,10,True,True
339,8,4,1,0,10,14,9,14,True,True
340,8,5,0,1,7,11,7,10,True,True
341,8,6,3,0,7,8,4,8,True,True
342,8,7,0,1,8,12,8,11,True,True
343,8,8,1,0,3,9,2,9,True,True
344,8,9,0,0,3,5,3,5,True,True
345,8,10,4,1,0,4,-4,3,False,True
346,8,11,1,0,2,4,1,4,True,True
347,8,12,6,1,2,2,-4,1,False,True
348,8,13,6,1,0,2,-6,1,False,True
349,8,14,7,2,0,0,-7,-2,False,False
350,8,15,4,2,2,0,-2,-2,False,False
351,8,16,13,6,2,4,-11,-2,False,False
352,8,17,7,2,3,2,-4,0,False,False
353,8,18,7,2,1,1,-6,-1,False,False
354,8,19,15,2,3,3,-12,1,False,True
355,8,20,9,7,0,2,-9,-5,False,False
356,8,21,10,5,2,4,-8,-1,False,False
357,8,22,3,3,0,1,-3,-2,False,False
358,8,23,2,2,3,4,1,2,True,True
359,8,24,4,4,0,6,-4,2,False,True
360,8,25,2,1,2,1,0,0,False,False
361,8,26,4,4,1,4,-3,0,False,False
362,8,27,1,3,0,2,-1,-1,False,False
363,8,28,2,1,2,2,0,1,False,True
364,8,29,5,1,2,5,-3,4,False,True
365,8,30,2,3,4,3,2,0,True,False
366,8,31,2,0,2,7,0,7,False,True
367,8,32,2,4,0,2,-2,-2,False,False
368,8,33,3,7,2,6,-1,-1,False,False
369,8,34,4,3,4,4,0,1,False,True
370,8,35,0,4,1,8,1,4,True,True
371,8,36,3,4,5,5,2,1,True,True
372,8,37,0,4,16,2,16,-2,True,False
373,8,38,3,3,8,2,5,-1,True,False
374,8,39,1,0,10,1,9,1,True,True
375,8,40,4,1,14,4,10,3,True,True
376,8,41,4,7,14,1,10,-6,True,False
377,8,42,3,1,19,8,16,7,True,True
378,8,43,2,1,14,4,12,3,True,True
379,8,44,3,1,10,2,7,1,True,True
380,8,45,1,3,8,1,7,-2,True,False
381,8,46,7,2,14,4,7,2,True,True
382,8,47,4,1,12,3,8,2,True,True
383,8,48,3,1,15,7,12,6,True,True
384,9,1,1,0,15,4,14,4,True,True
385,9,2,1,0,29,13,28,13,True,True
386,9,3,0,1,11,16,11,15,True,True
387,9,4,0,1,25,17,25,16,True,True
388,9,5,0,1,13,10,13,9,True,True
389,9,6,0,0,4,15,4,15,True,True
390,9,7,0,0,7,15,7,15,True,True
391,9,8,0,0,4,15,4,15,True,True
392,9,9,0,0,3,15,3,15,True,True
393,9,10,1,0,3,8,2,8,True,True
394,9,11,0,0,1,6,1,6,True,True
395,9,12,0,0,5,3,5,3,True,True
396,9,13,0,1,2,4,2,3,True,True
397,9,14,0,0,1,0,1,0,True,False
398,9,15,1,0,3,1,2,1,True,True
399,9,16,1,0,5,3,4,3,True,True
400,9,17,0,0,4,3,4,3,True,True
401,9,18,0,0,9,5,9,5,True,True
402,9,19,1,0,3,5,2,5,True,True
403,9,20,2,0,7,5,5,5,True,True
404,9,21,0,0,5,6,5,6,True,True
405,9,22,0,1,4,3,4,2,True,True
406,9,23,1,0,2,1,1,1,True,True
407,9,24,1,0,4,4,3,4,True,True
408,9,25,1,0,7,6,6,6,True,True
409,9,26,0,0,3,2,3,2,True,True
410,9,27,0,0,6,3,6,3,True,True
411,9,28,1,1,4,4,3,3,True,True
412,9,29,0,0,11,1,11,1,True,True
413,9,30,0,0,7,4,7,4,True,True
414,9,31,0,0,10,2,10,2,True,True
415,9,32,0,0,11,1,11,1,True,True
416,9,33,0,0,15,4,15,4,True,True
417,9,34,0,0,12,4,12,4,True,True
418,9,35,0,0,11,3,11,3,True,True
419,9,36,0,0,12,6,12,6,True,True
420,9,37,0,2,6,7,6,5,True,True
421,9,38,0,0,5,2,5,2,True,True
422,9,39,0,0,13,4,13,4,True,True
423,9,40,0,0,20,4,20,4,True,True
424,9,41,0,0,12,7,12,7,True,True
425,9,42,0,0,16,8,16,8,True,True
426,9,43,0,0,24,8,24,8,True,True
427,9,44,0,0,21,3,21,3,True,True
428,9,45,0,0,29,3,29,3,True,True
429,9,46,0,0,23,3,23,3,True,True
430,9,47,1,0,22,4,21,4,True,True
431,9,48,0,0,27,7,27,7,True,True
432,10,1,19,10,101,63,82,53,True,True
433,10,2,17,4,75,42,58,38,True,True
434,10,3,17,6,72,27,55,21,True,True
435,10,4,13,4,55,20,42,16,True,True
436,10,5,2,3,26,23,24,20,True,True
437,10,6,2,1,23,18,21,17,True,True
438,10,7,1,0,15,9,14,9,True,True
439,10,8,1,2,12,17,11,15,True,True
440,10,9,0,1,10,11,10,10,True,True
441,10,10,4,1,13,7,9,6,True,True
442,10,11,6,3,6,6,0,3,False,True
443,10,12,9,3,16,6,7,3,True,True
444,10,13,9,16,13,8,4,-8,True,False
445,10,14,24,15,12,9,-12,-6,False,False
446,10,15,29,2,18,14,-11,12,False,True
447,10,16,46,4,18,14,-28,10,False,True
448,10,17,52,13,35,8,-17,-5,False,False
449,10,18,33,9,19,10,-14,1,False,True
450,10,19,16,4,20,10,4,6,True,True
451,10,20,18,6,12,11,-6,5,False,True
452,10,21,15,3,18,17,3,14,True,True
453,10,22,14,2,15,11,1,9,True,True
454,10,23,19,10,20,5,1,-5,True,False
455,10,24,35,8,24,11,-11,3,False,True
456,10,25,33,12,35,10,2,-2,True,False
457,10,26,29,13,35,19,6,6,True,True
458,10,27,36,19,30,12,-6,-7,False,False
459,10,28,46,20,32,17,-14,-3,False,False
460,10,29,48,14,26,12,-22,-2,False,False
461,10,30,47,20,41,18,-6,-2,False,False
462,10,31,62,27,44,20,-18,-7,False,False
463,10,32,60,33,31,23,-29,-10,False,False
464,10,33,58,38,52,27,-6,-11,False,False
465,10,34,58,26,46,23,-12,-3,False,False
466,10,35,75,35,47,26,-28,-9,False,False
467,10,36,68,36,62,27,-6,-9,False,False
468,10,37,57,32,56,32,-1,0,False,False
469,10,38,47,28,68,30,21,2,True,True
470,10,39,34,26,86,31,52,5,True,True
471,10,40,35,33,100,42,65,9,True,True
472,10,41,27,21,107,35,80,14,True,True
473,10,42,26,17,80,43,54,26,True,True
474,10,43,20,10,100,31,80,21,True,True
475,10,44,19,15,96,32,77,17,True,True
476,10,45,26,13,119,45,93,32,True,True
477,10,46,28,15,117,41,89,26,True,True
478,10,47,25,13,115,38,90,25,True,True
479,10,48,22,10,109,46,87,36,True,True
480,11,1,2,1,33,13,31,12,True,True
481,11,2,0,1,22,21,22,20,True,True
482,11,3,0,0,18,21,18,21,True,True
483,11,4,0,1,20,27,20,26,True,True
484,11,5,2,2,11,21,9,19,True,True
485,11,6,0,0,12,28,12,28,True,True
486,11,7,1,1,11,21,10,20,True,True
487,11,8,0,0,2,22,2,22,True,True
488,11,9,1,1,4,25,3,24,True,True
489,11,10,0,1,8,13,8,12,True,True
490,11,11,1,1,2,10,1,9,True,True
491,11,12,0,1,2,10,2,9,True,True
492,11,13,2,1,5,4,3,3,True,True
493,11,14,1,0,4,3,3,3,True,True
494,11,15,2,0,8,0,6,0,True,False
495,11,16,0,0,12,1,12,1,True,True
496,11,17,0,0,11,2,11,2,True,True
497,11,18,1,0,1,1,0,1,False,True
498,11,19,1,1,5,6,4,5,True,True
499,11,20,0,2,3,3,3,1,True,True
500,11,21,0,1,6,3,6,2,True,True
501,11,22,1,0,5,1,4,1,True,True
502,11,23,0,0,2,4,2,4,True,True
503,11,24,0,0,6,2,6,2,True,True
504,11,25,0,0,4,6,4,6,True,True
505,11,26,0,0,3,6,3,6,True,True
506,11,27,0,1,12,4,12,3,True,True
507,11,28,2,0,6,5,4,5,True,True
508,11,29,0,0,4,3,4,3,True,True
509,11,30,0,0,3,7,3,7,True,True
510,11,31,0,0,9,6,9,6,True,True
511,11,32,0,0,2,1,2,1,True,True
512,11,33,0,1,5,5,5,4,True,True
513,11,34,7,1,7,5,0,4,False,True
514,11,35,4,0,5,4,1,4,True,True
515,11,36,0,0,8,1,8,1,True,True
516,11,37,0,0,9,6,9,6,True,True
517,11,38,3,0,12,3,9,3,True,True
518,11,39,2,0,15,7,13,7,True,True
519,11,40,1,0,15,11,14,11,True,True
520,11,41,0,0,19,5,19,5,True,True
521,11,42,1,0,26,2,25,2,True,True
522,11,43,0,1,27,4,27,3,True,True
523,11,44,0,1,40,7,40,6,True,True
524,11,45,1,2,36,7,35,5,True,True
525,11,46,2,0,42,9,40,9,True,True
526,11,47,1,0,39,8,38,8,True,True
527,11,48,0,1,30,13,30,12,True,True
528,12,1,37,41,68,59,31,18,True,True
529,12,2,42,29,64,41,22,12,True,True
530,12,3,12,22,66,80,54,58,True,True
531,12,4,7,24,24,58,17,34,True,True
532,12,5,11,10,43,71,32,61,True,True
533,12,6,4,9,12,39,8,30,True,True
534,12,7,6,5,29,73,23,68,True,True
535,12,8,1,9,11,23,10,14,True,True
536,12,9,4,5,14,41,10,36,True,True
537,12,10,2,9,3,16,1,7,True,True
538,12,11,3,1,12,28,9,27,True,True
539,12,12,6,5,20,11,14,6,True,True
540,12,13,11,7,28,20,17,13,True,True
541,12,14,20,10,38,24,18,14,True,True
542,12,15,29,8,95,36,66,28,True,True
543,12,16,59,15,171,29,112,14,True,True
544,12,17,62,10,224,39,162,29,True,True
545,12,18,85,8,286,54,201,46,True,True
546,12,19,95,10,323,106,228,96,True,True
547,12,20,107,19,383,168,276,149,True,True
548,12,21,83,30,262,193,179,163,True,True
549,12,22,87,39,262,180,175,141,True,True
550,12,23,82,56,208,174,126,118,True,True
551,12,24,87,50,169,177,82,127,True,True
552,12,25,99,50,152,130,53,80,True,True
553,12,26,131,54,154,104,23,50,True,True
554,12,27,106,81,159,124,53,43,True,True
555,12,28,109,78,161,125,52,47,True,True
556,12,29,108,75,180,145,72,70,True,True
557,12,30,114,94,170,141,56,47,True,True
558,12,31,106,94,144,119,38,25,True,True
559,12,32,95,79,162,113,67,34,True,True
560,12,33,105,69,98,111,-7,42,False,True
561,12,34,72,71,101,90,29,19,True,True
562,12,35,64,75,90,67,26,-8,True,False
563,12,36,64,94,94,119,30,25,True,True
564,12,37,81,81,123,120,42,39,True,True
565,12,38,79,53,124,93,45,40,True,True
566,12,39,69,47,143,102,74,55,True,True
567,12,40,82,37,102,65,20,28,True,True
568,12,41,83,28,94,66,11,38,True,True
569,12,42,73,52,70,47,-3,-5,False,False
570,12,43,52,35,59,51,7,16,True,True
571,12,44,45,28,78,39,33,11,True,True
572,12,45,51,17,70,42,19,25,True,True
573,12,46,67,28,91,32,24,4,True,True
574,12,47,61,14,66,42,5,28,True,True
575,12,48,32,24,79,35,47,11,True,True
576,13,1,666,699,1481,976,815,277,True,True
577,13,2,531,606,1247,1052,716,446,True,True
578,13,3,366,400,835,916,469,516,True,True
579,13,4,201,283,609,855,408,572,True,True
580,13,5,141,165,491,805,350,640,True,True
581,13,6,100,139,353,756,253,617,True,True
582,13,7,83,121,287,662,204,541,True,True
583,13,8,61,89,234,614,173,525,True,True
584,13,9,101,93,195,511,94,418,True,True
585,13,10,173,98,169,269,-4,171,False,True
586,13,11,309,77,231,182,-78,105,False,True
587,13,12,503,113,688,94,185,-19,True,False
588,13,13,1097,133,1450,112,353,-21,True,False
589,13,14,2162,195,3705,128,1543,-67,True,False
590,13,15,2749,285,4497,127,1748,-158,True,False
591,13,16,3877,364,5227,216,1350,-148,True,False
592,13,17,4515,413,4899,251,384,-162,True,False
593,13,18,5060,552,4905,368,-155,-184,False,False
594,13,19,4319,704,4140,469,-179,-235,False,False
595,13,20,3527,929,3436,628,-91,-301,False,False
596,13,21,2625,948,2630,822,5,-126,True,False
597,13,22,2414,1190,2247,941,-167,-249,False,False
598,13,23,2339,1157,2040,1008,-299,-149,False,False
599,13,24,2559,1290,2084,1037,-475,-253,False,False
600,13,25,2567,1330,2173,1139,-394,-191,False,False
601,13,26,2250,1277,1999,1134,-251,-143,False,False
602,13,27,2090,1248,1933,1011,-157,-237,False,False
603,13,28,2170,1132,2050,1032,-120,-100,False,False
604,13,29,2127,1077,2011,1097,-116,20,False,True
605,13,30,2065,1013,2058,1104,-7,91,False,True
606,13,31,2028,1049,1840,1110,-188,61,False,True
607,13,32,1797,1035,1822,1110,25,75,True,True
608,13,33,1565,1003,1544,1077,-21,74,False,True
609,13,34,1517,951,1244,901,-273,-50,False,False
610,13,35,1768,960,1303,939,-465,-21,False,False
611,13,36,2230,1085,1687,1030,-543,-55,False,False
612,13,37,2433,1196,1967,1167,-466,-29,False,False
613,13,38,2497,1159,2239,1096,-258,-63,False,False
614,13,39,2599,1122,2374,1107,-225,-15,False,False
615,13,40,2732,1133,2425,1001,-307,-132,False,False
