Unnamed: 0,taxi_zone,time_stamp,time_interval,arr_weekday,arr_weekend,avg_weekday,avg_weekend,prob_pu_weekday,prob_pu_weekend,c_pu_weekday,c_pu_weekend,prob_near_arr_weekday,prob_near_arr_weekend,Unnamed: 0.1,zone,time_window,weekday_pickup,weekend_pickup,weekday_dropoff,weekend_dropoff,weekday_differentials,weekend_differentials,supply_surplus_weekday,supply_surplus_weekend,vacant_weekday,prob_no_vacant_weekday,vacant_weekend,prob_no_vacant_weekend,prob_match_weekday,prob_match_weekend,mod_prob_match_weekday,mod_prob_match_weekend
0,1,1,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,0,5,1,5,1,True,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1,2,00:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,2,0,0,9,5,9,5,True,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,1,3,01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1,3,0,0,13,2,13,2,True,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,1,4,01:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,1,4,0,0,9,2,9,2,True,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,1,5,02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4,1,5,0,0,8,4,8,4,True,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,1,6,02:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,1,6,1,0,11,7,10,7,True,True,0.9090909090909092,0.0909090909090909,1.0,0.0,0.0,0.0,0.0,0.0
6,1,7,03:00:00,1.000000000000004,0.0,0.05,0.0,0.6321205588285592,0.0,20.00000000000008,0.0,1.0,1.0,6,1,7,0,0,17,8,17,8,True,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7,1,8,03:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7,1,8,0,0,52,21,52,21,True,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,1,9,04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8,1,9,0,0,98,47,98,47,True,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9,1,10,04:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9,1,10,0,0,237,78,237,78,True,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,1,11,05:00:00,1.000000000000004,1.937578125000006,0.05,0.2,0.6321205588285592,0.8559475954322789,20.00000000000008,19.37578125000006,1.0,1.0,10,1,11,1,2,371,125,370,123,True,True,0.9973045822102424,0.0026954177897574,0.984,0.016,0.0017038289995378877,0.013695161526916463,0.0017038289995378877,0.013695161526916463
11,1,12,05:30:00,1.000000000000004,0.0,0.05,0.0,0.6321205588285592,0.0,20.00000000000008,0.0,1.0,1.0,11,1,12,5,1,538,159,533,158,True,True,0.9907063197026024,0.0092936802973977,0.9937106918238994,0.0062893081761006,0.005874726383165005,0.0,0.005874726383165005,0.0
12,1,13,06:00:00,1.9538085937500005,1.000000000000003,0.3,0.1,0.8582667619918749,0.6321205588285588,39.07617187500001,10.000000000000032,1.0,1.0,12,1,13,3,0,496,176,493,176,True,True,0.9939516129032258,0.0060483870967742,1.0,0.0,0.00519112960882183,0.0,0.00519112960882183,0.0
13,1,14,06:30:00,1.3954687500000045,0.0,0.2,0.0,0.7522831081450727,0.0,27.90937500000009,0.0,1.0,1.0,13,1,14,3,0,451,185,448,185,True,True,0.9933481152993348,0.0066518847006651,1.0,0.0,0.005004100497638998,0.0,0.005004100497638998,0.0
14,1,15,07:00:00,0.0,1.000000000000003,0.0,0.1,0.0,0.6321205588285588,0.0,10.000000000000032,1.0,1.0,14,1,15,1,1,401,202,400,201,True,True,0.9975062344139652,0.0024937655860348,0.995049504950495,0.0049504950495049,0.0,0.003129309697171051,0.0,0.003129309697171051
15,1,16,07:30:00,1.937578125000008,0.0,0.1,0.0,0.8559475954322792,0.0,38.75156250000015,0.0,1.0,1.0,15,1,16,2,0,291,154,289,154,True,True,0.993127147766323,0.0068728522336769,1.0,0.0,0.005882801343177112,0.0,0.005882801343177112,0.0
16,1,17,08:00:00,1.000000000000004,0.0,0.05,0.0,0.6321205588285592,0.0,20.00000000000008,0.0,1.0,1.0,16,1,17,0,0,271,164,271,164,True,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17,1,18,08:30:00,1.937578125000008,0.0,0.1,0.0,0.8559475954322792,0.0,38.75156250000015,0.0,1.0,1.0,17,1,18,5,0,293,168,288,168,True,True,0.9829351535836176,0.0170648464163822,1.0,0.0,0.01460661425652349,0.0,0.01460661425652349,0.0
18,1,19,09:00:00,1.55466796875,0.0,0.15,0.0,0.7887404842417749,0.0,31.093359375,0.0,1.0,1.0,18,1,19,0,0,289,158,289,158,True,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19,1,20,09:30:00,1.000000000000004,1.000000000000003,0.05,0.1,0.6321205588285592,0.6321205588285588,20.00000000000008,10.000000000000032,1.0,1.0,19,1,20,2,1,323,162,321,161,True,True,0.9938080495356038,0.0061919504643962,0.9938271604938272,0.0061728395061728,0.003914059187792883,0.003901978758200955,0.003914059187792883,0.003901978758200955
20,1,21,10:00:00,1.000000000000004,0.0,0.05,0.0,0.6321205588285592,0.0,20.00000000000008,0.0,1.0,1.0,20,1,21,0,0,313,141,313,141,True,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21,1,22,10:30:00,0.0,1.000000000000003,0.0,0.1,0.0,0.6321205588285588,0.0,10.000000000000032,1.0,1.0,21,1,22,0,1,372,172,372,171,True,True,1.0,0.0,0.994186046511628,0.0058139534883721,0.0,0.0036751195280730203,0.0,0.0036751195280730203
22,1,23,11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22,1,23,0,0,316,159,316,159,True,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23,1,24,11:30:00,1.000000000000004,0.0,0.05,0.0,0.6321205588285592,0.0,20.00000000000008,0.0,1.0,1.0,23,1,24,1,1,379,178,378,177,True,True,0.9973614775725592,0.0026385224274406,0.99438202247191,0.0056179775280899,0.0016678642713154389,0.0,0.0016678642713154389,0.0
24,1,25,12:00:00,0.0,1.000000000000003,0.0,0.1,0.0,0.6321205588285588,0.0,10.000000000000032,1.0,1.0,24,1,25,0,0,324,152,324,152,True,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25,1,26,12:30:00,1.000000000000004,0.0,0.05,0.0,0.6321205588285592,0.0,20.00000000000008,0.0,1.0,1.0,25,1,26,3,0,399,190,396,190,True,True,0.9924812030075189,0.0075187969924812,1.0,0.0,0.004752786156605707,0.0,0.004752786156605707,0.0
26,1,27,13:00:00,1.937578125000008,0.0,0.1,0.0,0.8559475954322792,0.0,38.75156250000015,0.0,1.0,1.0,26,1,27,2,0,374,154,372,154,True,True,0.9946524064171124,0.0053475935828877,1.0,0.0,0.0045772598686218136,0.0,0.0045772598686218136,0.0
27,1,28,13:30:00,1.55466796875,0.0,0.15,0.0,0.7887404842417749,0.0,31.093359375,0.0,1.0,1.0,27,1,28,1,0,492,195,491,195,True,True,0.9979674796747968,0.0020325203252032,1.0,0.0,0.001603131065532022,0.0,0.001603131065532022,0.0
28,1,29,14:00:00,1.000000000000004,1.000000000000003,0.05,0.1,0.6321205588285592,0.6321205588285588,20.00000000000008,10.000000000000032,1.0,1.0,28,1,29,1,1,502,228,501,227,True,True,0.99800796812749,0.0019920318725099,0.9956140350877192,0.0043859649122807,0.001259204300455259,0.0027724585913533268,0.001259204300455259,0.0027724585913533268
29,1,30,14:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,29,1,30,2,1,558,301,556,300,True,True,0.996415770609319,0.003584229390681,0.9966777408637874,0.0033222591362126,0.0,0.0,0.0,0.0
30,1,31,15:00:00,1.55466796875,1.000000000000003,0.15,0.1,0.7887404842417749,0.6321205588285588,31.093359375,10.000000000000032,1.0,1.0,30,1,31,1,0,636,326,635,326,True,True,0.9984276729559748,0.0015723270440252,1.0,0.0,0.0012401579940908747,0.0,0.0012401579940908747,0.0
31,1,32,15:30:00,0.0,1.000000000000003,0.0,0.1,0.0,0.6321205588285588,0.0,10.000000000000032,1.0,1.0,31,1,32,1,3,661,362,660,359,True,True,0.9984871406959152,0.0015128593040847,0.9917127071823204,0.0082872928176795,0.0,0.005238568167087467,0.0,0.005238568167087467
32,1,33,16:00:00,1.000000000000004,1.937578125000006,0.05,0.2,0.6321205588285592,0.8559475954322789,20.00000000000008,19.37578125000006,1.0,1.0,32,1,33,0,0,590,320,590,320,True,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33,1,34,16:30:00,1.937578125000008,1.000000000000003,0.1,0.1,0.8559475954322792,0.6321205588285588,38.75156250000015,10.000000000000032,1.0,1.0,33,1,34,3,1,411,294,408,293,True,True,0.9927007299270072,0.0072992700729926,0.9965986394557824,0.0034013605442176,0.006247792667388813,0.00215006992798824,0.006247792667388813,0.00215006992798824
34,1,35,17:00:00,1.937578125000008,0.0,0.1,0.0,0.8559475954322792,0.0,38.75156250000015,0.0,1.0,1.0,34,1,35,3,0,334,227,331,227,True,True,0.9910179640718564,0.0089820359281437,1.0,0.0,0.0076881520547809395,0.0,0.0076881520547809395,0.0
35,1,36,17:30:00,1.55466796875,1.000000000000003,0.15,0.1,0.7887404842417749,0.6321205588285588,31.093359375,10.000000000000032,1.0,1.0,35,1,36,2,1,272,188,270,187,True,True,0.9926470588235294,0.0073529411764705,0.9946808510638298,0.0053191489361702,0.005799562384130628,0.0033623433980242406,0.005799562384130628,0.0033623433980242406
36,1,37,18:00:00,1.000000000000004,0.0,0.05,0.0,0.6321205588285592,0.0,20.00000000000008,0.0,1.0,1.0,36,1,37,0,1,267,179,267,178,True,True,1.0,0.0,0.994413407821229,0.0055865921787709,0.0,0.0,0.0,0.0
37,1,38,18:30:00,0.0,1.937578125000006,0.0,0.2,0.0,0.8559475954322789,0.0,19.37578125000006,1.0,1.0,37,1,38,2,1,269,188,267,187,True,True,0.9925650557620818,0.0074349442379182,0.9946808510638298,0.0053191489361702,0.0,0.004552912741661047,0.0,0.004552912741661047
38,1,39,19:00:00,2.43767578125,0.0,0.15,0.0,0.9126363320491429,0.0,48.753515625,0.0,1.0,1.0,38,1,39,1,0,276,131,275,131,True,True,0.9963768115942028,0.0036231884057971,1.0,0.0,0.003306653376989647,0.0,0.003306653376989647,0.0
39,1,40,19:30:00,1.000000000000004,0.0,0.05,0.0,0.6321205588285592,0.0,20.00000000000008,0.0,1.0,1.0,39,1,40,1,0,216,110,215,110,True,True,0.9953703703703703,0.0046296296296296,1.0,0.0,0.0029264840686507184,0.0,0.0029264840686507184,0.0
40,1,41,20:00:00,0.0,1.000000000000003,0.0,0.1,0.0,0.6321205588285588,0.0,10.000000000000032,1.0,1.0,40,1,41,0,1,128,53,128,52,True,True,1.0,0.0,0.981132075471698,0.0188679245283018,0.0,0.011926802996765205,0.0,0.011926802996765205
41,1,42,20:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,41,1,42,0,1,93,45,93,44,True,True,1.0,0.0,0.9777777777777776,0.0222222222222222,0.0,0.0,0.0,0.0
42,1,43,21:00:00,0.0,2.000000000000006,0.0,0.2,0.0,0.8646647167633882,0.0,20.000000000000064,1.0,1.0,42,1,43,1,2,64,28,63,26,True,True,0.984375,0.015625,0.9285714285714286,0.0714285714285714,0.0,0.061761765483099126,0.0,0.061761765483099126
43,1,44,21:30:00,1.000000000000004,1.000000000000003,0.05,0.1,0.6321205588285592,0.6321205588285588,20.00000000000008,10.000000000000032,1.0,1.0,43,1,44,0,0,41,12,41,12,True,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
44,1,45,22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,44,1,45,0,0,22,6,22,6,True,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45,1,46,22:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45,1,46,0,1,15,6,15,5,True,True,1.0,0.0,0.8333333333333334,0.1666666666666666,0.0,0.0,0.0,0.0
46,1,47,23:00:00,1.000000000000004,1.000000000000003,0.05,0.1,0.6321205588285592,0.6321205588285588,20.00000000000008,10.000000000000032,1.0,1.0,46,1,47,1,0,13,5,12,5,True,True,0.9230769230769232,0.0769230769230768,1.0,0.0,0.04862465837142756,0.0,0.04862465837142756,0.0
47,1,48,23:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,47,1,48,0,0,11,1,11,1,True,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
48,2,1,00:00:00,3.0,0.0,0.15,0.0,0.950212931632136,0.0,60.0,0.0,0.0143267902791842,0.0,48,2,1,1,0,2,0,1,0,True,False,0.5,0.5,0.0,1.0,0.006806750696031204,0.0,0.475106465816068,0.0
49,2,2,00:30:00,1.000000000000004,0.0,0.05,0.0,0.6321205588285592,0.0,20.00000000000008,0.0,0.0053193633931001,0.0,49,2,2,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.003362478960658616,0.0,0.6321205588285592,0.0
50,2,3,01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,2,3,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
51,2,4,01:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,2,4,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
52,2,5,02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,2,5,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
53,2,6,02:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,2,6,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
54,2,7,03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,2,7,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
55,2,8,03:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,2,8,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
56,2,9,04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,2,9,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
57,2,10,04:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,2,10,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
58,2,11,05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,2,11,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
59,2,12,05:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,2,12,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
60,2,13,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,2,13,0,0,1,0,1,0,True,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
61,2,14,06:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,2,14,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
62,2,15,07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,2,15,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
63,2,16,07:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,2,16,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
64,2,17,08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,2,17,0,0,0,1,0,1,False,True,,1.0,1.0,0.0,0.0,0.0,0.0,0.0
65,2,18,08:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,2,18,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
66,2,19,09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,2,19,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
67,2,20,09:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,2,20,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
68,2,21,10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,2,21,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
69,2,22,10:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,2,22,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
70,2,23,11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,2,23,1,1,1,0,0,-1,False,False,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
71,2,24,11:30:00,1.000000000000004,1.000000000000003,0.05,0.1,0.6321205588285592,0.6321205588285588,20.00000000000008,10.000000000000032,0.0082758644499904,0.0096125540025678,71,2,24,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.005231344060917339,0.006076293007872858,0.6321205588285592,0.6321205588285588
72,2,25,12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,2,25,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
73,2,26,12:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,2,26,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
74,2,27,13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,2,27,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
75,2,28,13:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,2,28,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
76,2,29,14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,2,29,0,0,1,0,1,0,True,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
77,2,30,14:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,2,30,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
78,2,31,15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,2,31,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
79,2,32,15:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,2,32,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
80,2,33,16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,2,33,0,0,2,0,2,0,True,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
81,2,34,16:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,2,34,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
82,2,35,17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,2,35,0,0,0,1,0,1,False,True,,1.0,1.0,0.0,0.0,0.0,0.0,0.0
83,2,36,17:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,2,36,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
84,2,37,18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,2,37,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
85,2,38,18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,2,38,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
86,2,39,19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,2,39,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
87,2,40,19:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,2,40,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
88,2,41,20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,2,41,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
89,2,42,20:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,2,42,0,1,0,0,0,-1,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
90,2,43,21:00:00,0.0,1.000000000000003,0.0,0.1,0.0,0.6321205588285588,0.0,10.000000000000032,0.0,0.0037010774365804,90,2,43,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0023395271374789723,0.0,0.6321205588285588
91,2,44,21:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91,2,44,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
92,2,45,22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,2,45,0,0,0,0,0,0,False,False,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
93,2,46,22:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,2,46,1,0,1,0,0,0,False,False,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
94,2,47,23:00:00,1.000000000000003,0.0,0.1,0.0,0.6321205588285588,0.0,20.000000000000064,0.0,0.0042938321323812,0.0,94,2,47,2,0,2,0,0,0,False,False,0.0,1.0,0.0,1.0,0.0027142195670368263,0.0,0.6321205588285588,0.0
95,2,48,23:30:00,2.000000000000008,0.0,0.1,0.0,0.8646647167633884,0.0,40.00000000000016,0.0,0.010128517831512,0.0,95,2,48,4,0,4,0,0,0,False,False,0.0,1.0,0.0,1.0,0.008757772002017253,0.0,0.8646647167633884,0.0
96,3,1,00:00:00,1.000000000000004,0.0,0.05,0.0,0.6321205588285592,0.0,20.00000000000008,0.0,0.1684188365942553,0.0,96,3,1,0,0,28,6,28,6,True,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
97,3,2,00:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,3,2,0,1,18,9,18,8,True,True,1.0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0
98,3,3,01:00:00,0.0,1.937578125000006,0.0,0.2,0.0,0.8559475954322789,0.0,19.37578125000006,0.0,0.2818231403831731,98,3,3,0,1,17,8,17,7,True,True,1.0,0.0,0.875,0.125,0.0,0.030153229918518824,0.0,0.10699344942903487
99,3,4,01:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,3,4,0,0,10,11,10,11,True,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
100,3,5,02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,3,5,0,0,14,13,14,13,True,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
101,3,6,02:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,101,3,6,0,0,4,15,4,15,True,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
102,3,7,03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,3,7,1,0,6,16,5,16,True,True,0.8333333333333334,0.1666666666666666,1.0,0.0,0.0,0.0,0.0,0.0
103,3,8,03:30:00,1.000000000000004,1.937578125000006,0.05,0.2,0.6321205588285592,0.8559475954322789,20.00000000000008,19.37578125000006,0.25,0.356839935685073,103,3,8,1,2,4,11,3,9,True,True,0.75,0.25,0.8181818181818182,0.1818181818181817,0.03950753492678495,0.05553386998251765,0.1580301397071398,0.15562683553314152
104,3,9,04:00:00,1.000000000000004,0.0,0.05,0.0,0.6321205588285592,0.0,20.00000000000008,0.0,1.0,0.0,104,3,9,0,0,3,15,3,15,True,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
105,3,10,04:30:00,0.0,1.000000000000003,0.0,0.1,0.0,0.6321205588285588,0.0,10.000000000000032,0.0,0.3333333333333333,105,3,10,0,2,6,10,6,8,True,True,1.0,0.0,0.8,0.1999999999999999,0.0,0.042141370588570565,0.0,0.1264241117657117
106,3,11,05:00:00,0.0,1.000000000000003,0.0,0.1,0.0,0.6321205588285588,0.0,10.000000000000032,0.0,0.1999999999999999,106,3,11,1,0,3,6,2,6,True,True,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0
107,3,12,05:30:00,1.000000000000003,0.0,0.1,0.0,0.6321205588285588,0.0,20.000000000000064,0.0,0.1999999999999998,0.0,107,3,12,1,1,4,2,3,1,True,True,0.75,0.25,0.5,0.5,0.0316060279414279,0.0,0.1580301397071397,0.0
108,3,13,06:00:00,0.0,1.000000000000003,0.0,0.1,0.0,0.6321205588285588,0.0,10.000000000000032,0.0,1.0,108,3,13,0,0,2,6,2,6,True,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
109,3,14,06:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,109,3,14,0,0,4,4,4,4,True,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
110,3,15,07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,3,15,0,0,4,0,4,0,True,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
111,3,16,07:30:00,1.000000000000004,0.0,0.05,0.0,0.6321205588285592,0.0,20.00000000000008,0.0,0.2195549723626605,0.0,111,3,16,1,0,8,1,7,1,True,True,0.875,0.125,1.0,0.0,0.01734815147793423,0.0,0.0790150698535699,0.0
112,3,17,08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,112,3,17,0,0,3,2,3,2,True,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
113,3,18,08:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,113,3,18,0,0,5,1,5,1,True,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
