taxi_zone,time_stamp,time_interval,arr_weekday,arr_weekend,avg_weekday,avg_weekend,prob_pu_weekday,prob_pu_weekend,prob_near_arr_weekday,prob_near_arr_weekend
4,15,07:00:00,26.25,17.676528015136725,26.25,16.7,0.9999999999960212,0.9999999789534254,0.06426092857190828,0.0863793285294721
4,16,07:30:00,34.66965270996094,19.33088287353516,33.8,18.3,0.9999999999999992,0.9999999959755712,0.07964107433422767,0.0941505603360338
4,17,08:00:00,40.94064514160158,23.584736328125,39.6,22.4,1.0,0.9999999999428154,0.0965313474801032,0.09742258787964703
4,18,08:30:00,38.74884521484376,32.401085815429695,38.2,31.4,1.0,0.9999999999999916,0.10566174405958803,0.11229710546771697
4,19,09:00:00,37.67838348388672,32.15055511474608,36.1,31.1,1.0,0.9999999999999892,0.11026626566791334,0.09840670363814431
4,20,09:30:00,35.52779846191406,41.08185791015626,34.5,39.6,0.9999999999999996,1.0,0.08663273647231533,0.10532211601388007
4,21,10:00:00,36.33796173095703,38.500115661621095,35.35,37.3,1.0,1.0,0.08238291587203084,0.08560254119132737
4,22,10:30:00,33.09393127441406,45.51234100341797,32.2,43.8,0.9999999999999958,1.0,0.08158927086380022,0.09403651866950531
4,23,11:00:00,27.82767013549805,42.24978713989258,26.55,40.7,0.9999999999991784,1.0,0.07635441252800348,0.07867066896399767
4,24,11:30:00,24.525796051025388,48.63361038208009,24.15,47.1,0.9999999999776856,1.0,0.07319313628573051,0.08896519739483122
4,25,12:00:00,24.213623046875004,46.29920196533203,23.6,45.0,0.99999999996951,1.0,0.07161821287081921,0.08195314861708725
4,26,12:30:00,19.88067810058594,40.5,19.4,40.5,0.9999999976776311,1.0,0.06407950888332806,0.0722214871126567
4,27,13:00:00,21.54213821411132,40.99425888061525,20.15,40.1,0.9999999995590714,1.0,0.06674627836952654,0.07181969525194132
4,28,13:30:00,18.997021179199216,38.2,18.35,38.2,0.9999999943804888,1.0,0.06002937250287164,0.06751247861367173
4,29,14:00:00,20.490936279296875,40.269615936279294,19.3,39.5,0.9999999987384646,1.0,0.05987031621403802,0.06883198024375592
4,30,14:30:00,21.759332580566408,39.21638671874999,21.05,38.4,0.9999999996451524,1.0,0.06460529060382679,0.06774584155893303
4,31,15:00:00,20.76938476562501,34.3,19.1,34.3,0.9999999990450716,0.9999999999999988,0.06167450173309862,0.06183981698416659
4,32,15:30:00,18.220155181884763,33.8,18.05,33.8,0.9999999877795516,0.999999999999998,0.06025880350654901,0.06489896750608143
4,33,16:00:00,16.70980224609375,32.1427667236328,15.5,29.8,0.999999944661792,0.999999999999989,0.05963746091225184,0.06328444085486978
4,34,16:30:00,14.196218872070313,27.8,13.45,27.8,0.999999316622808,0.9999999999991556,0.05657996568106729,0.06385515679213949
4,35,17:00:00,15.062404174804684,30.733635864257806,14.1,30.1,0.9999997126038256,0.999999999999955,0.0500790899083768,0.062063236772240266
4,36,17:30:00,23.62491165161133,33.53720703124999,22.45,32.0,0.9999999999450672,0.9999999999999972,0.0659431078311382,0.06342568664388662
4,37,18:00:00,30.37875671386719,39.04463897705078,29.0,37.4,0.999999999999936,1.0,0.06630211153588904,0.06527631806049637
4,38,18:30:00,34.844514465332026,37.4,33.25,37.4,0.9999999999999992,1.0,0.06666247447451952,0.06220128981137883
4,39,19:00:00,40.99232589721679,44.67811645507812,38.3,42.8,1.0,1.0,0.0678667217064013,0.06618581388016992
4,40,19:30:00,39.4241773223877,41.84489898681641,36.95,40.6,1.0,1.0,0.06144196411116402,0.06075988487967474
4,41,20:00:00,42.21095336914061,47.26206756591797,39.4,43.4,1.0,1.0,0.05964541780798511,0.06729245440271436
4,42,20:30:00,39.53581489562988,40.3,38.85,40.3,1.0,1.0,0.05392799732376415,0.05807902832728272
4,43,21:00:00,49.87155700683594,50.41027221679687,47.8,44.7,1.0,1.0,0.056481201726275576,0.062448575609724735
4,44,21:30:00,47.62253723144531,48.00740158081055,45.5,42.9,1.0,1.0,0.05127243373846682,0.05621119105886476
4,45,22:00:00,51.324445724487305,54.61572509765626,48.75,48.4,1.0,1.0,0.049580543256736866,0.0568356813277227
4,46,22:30:00,50.98292846679687,51.15468963623047,47.2,49.7,1.0,1.0,0.0491308327711785,0.052936340158033654
4,47,23:00:00,52.280553436279305,65.7391914367676,50.5,60.5,1.0,1.0,0.0462285318345701,0.060359248465969406
4,48,23:30:00,56.40523574829103,61.32347412109375,51.35,60.4,1.0,1.0,0.04973230180497729,0.05748285585328771
5,1,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,2,00:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,3,01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5,4,01:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5,5,02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,6,02:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5,7,03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5,8,03:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,9,04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,10,04:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,11,05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5,12,05:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,13,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,14,06:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,15,07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,16,07:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,17,08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,18,08:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,19,09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,20,09:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,21,10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5,22,10:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,23,11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,24,11:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,25,12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,26,12:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,27,13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,28,13:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,29,14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,30,14:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,31,15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,32,15:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,33,16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,34,16:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,35,17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,36,17:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,37,18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,38,18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,39,19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,40,19:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,41,20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,42,20:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,43,21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,44,21:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,45,22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,46,22:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,47,23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
5,48,23:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
6,1,00:00:00,0.0,1.0,0.0,1.0,0.0,0.6321205588285577,1,1
6,2,00:30:00,1.0,0.0,1.0,0.0,0.6321205588285577,0.0,0.5,1.0
6,3,01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,4,01:30:00,1.0,0.0,1.0,0.0,0.6321205588285577,0.0,1.0,0.0
6,5,02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,6,02:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7,03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6,8,03:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
6,9,04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6,10,04:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
6,11,05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
6,12,05:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,13,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,14,06:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
6,15,07:00:00,1.0,0.0,1.0,0.0,0.6321205588285577,0.0,0.5,1.0
6,16,07:30:00,0.0,2.0,0.0,2.0,0.0,0.8646647167633873,0.0,1.0
6,17,08:00:00,0.0,1.0,0.0,1.0,0.0,0.6321205588285577,0.0,1.0
6,18,08:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,19,09:00:00,0.0,1.0,0.0,1.0,0.0,0.6321205588285577,0.0,1.0
6,20,09:30:00,0.0,1.0,0.0,1.0,0.0,0.6321205588285577,1,1
6,21,10:00:00,0.0,1.0,0.0,1.0,0.0,0.6321205588285577,1,1
6,22,10:30:00,1.0,0.0,1.0,0.0,0.6321205588285577,0.0,1.0,0.0
6,23,11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
6,24,11:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
6,25,12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,26,12:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6,27,13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
6,28,13:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6,29,14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
6,30,14:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
6,31,15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
6,32,15:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
6,33,16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
6,34,16:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
6,35,17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1,1
6,36,17:30:00,2.0,1.0,2.0,1.0,0.8646647167633873,0.6321205588285577,1.0,0.5
6,37,18:00:00,1.0,0.0,1.0,0.0,0.6321205588285577,0.0,1,1
6,38,18:30:00,1.0,0.0,1.0,0.0,0.6321205588285577,0.0,0.5,0.0
6,39,19:00:00,3.0,0.0,3.0,0.0,0.950212931632136,0.0,0.6666666666666666,1.0
6,40,19:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,41,20:00:00,0.0,1.0,0.0,1.0,0.0,0.6321205588285577,0.0,1.0
6,42,20:30:00,1.0,0.0,1.0,0.0,0.6321205588285577,0.0,0.5,1.0
6,43,21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,44,21:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,45,22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,46,22:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,47,23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,48,23:30:00,1.0,0.0,1.0,0.0,0.6321205588285577,0.0,0.5,0.0
7,1,00:00:00,39.19921745300293,60.70600036621094,36.35,57.4,1.0,1.0,0.36943711235313637,0.41992989481102017
7,2,00:30:00,44.97399673461912,66.99577789306642,40.5,65.5,1.0,1.0,0.39587392606377353,0.3919762529400192
7,3,01:00:00,40.11272888183594,73.74863891601564,37.0,72.0,1.0,1.0,0.39668361771257993,0.40768605370330435
7,4,01:30:00,33.69233032226562,71.9512646484375,31.4,69.9,0.9999999999999976,1.0,0.39547602667746934,0.39711670550566863
7,5,02:00:00,29.876319885253917,78.9231884765625,27.7,75.6,0.999999999999894,1.0,0.41798747396909003,0.4340500147532073
7,6,02:30:00,25.572187957763678,76.31950927734374,24.15,72.6,0.9999999999921632,1.0,0.40676659959654177,0.45993782269394584
7,7,03:00:00,23.77835266113281,72.8460925292969,22.65,67.7,0.9999999999528814,1.0,0.4019854423834734,0.44615959886103834
