,medallion, hack_license, vendor_id, rate_code, store_and_fwd_flag, pickup_datetime, dropoff_datetime, passenger_count, trip_time_in_secs, trip_distance, pickup_longitude, pickup_latitude, dropoff_longitude, dropoff_latitude,pickup_taxizone_id,dropoff_taxizone_id
9642322,2010000001,2010000001,VTS,1,,2010-01-21 19:47:00,2010-01-21 20:10:00,1,23.0,3.69,-73.985657,40.758171,-74.007126,40.716682,230,231.0
9658917,2010000001,2010000001,VTS,1,,2010-01-21 20:16:00,2010-01-21 20:25:00,1,9.0,1.06,-74.007187,40.728058,-73.992035,40.721684,125,148.0
9668941,2010000001,2010000001,VTS,1,,2010-01-21 20:34:00,2010-01-21 20:52:00,1,18.0,5.35,-73.984146,40.737381,-73.984764,40.701267,107,66.0
9682153,2010000001,2010000001,VTS,1,,2010-01-21 20:59:00,2010-01-21 21:02:00,1,3.0,0.63,-73.995567,40.716953,-73.987022,40.718033,148,232.0
9685262,2010000001,2010000001,VTS,1,,2010-01-21 21:05:00,2010-01-21 21:13:00,1,8.0,2.22,-73.987442,40.716358,-73.952499,40.712387,232,256.0
9697863,2010000001,2010000001,VTS,1,,2010-01-21 21:29:00,2010-01-21 21:33:00,1,4.0,0.98,-73.996567,40.737808,-73.988091,40.749947,90,100.0
9700466,2010000001,2010000001,VTS,1,,2010-01-21 21:34:00,2010-01-21 21:37:00,1,3.0,0.63,-73.987411,40.751141,-73.978767,40.752922,100,161.0
9703097,2010000001,2010000001,VTS,1,,2010-01-21 21:39:00,2010-01-21 21:52:00,1,13.0,2.91,-73.975464,40.752121,-74.002472,40.727669,162,125.0
9712327,2010000001,2010000001,VTS,1,,2010-01-21 21:57:00,2010-01-21 22:00:00,2,3.0,0.55,-73.998596,40.734695,-73.98925,40.730873,113,79.0
9715538,2010000001,2010000001,VTS,1,,2010-01-21 22:03:00,2010-01-21 22:18:00,1,15.0,2.66,-73.987808,40.732681,-73.991364,40.76009,79,48.0
9723741,2010000001,2010000001,VTS,1,,2010-01-21 22:19:00,2010-01-21 22:23:00,1,4.0,1.42,-73.9916,40.759647,-74.001534,40.742615,48,68.0
9727262,2010000001,2010000001,VTS,1,,2010-01-21 22:26:00,2010-01-21 22:35:00,2,9.0,1.7,-73.999649,40.74361,-73.988701,40.763714,90,48.0
9733216,2010000001,2010000001,VTS,1,,2010-01-21 22:38:00,2010-01-21 22:56:00,2,18.0,3.53,-73.989952,40.762104,-73.952499,40.783627,48,236.0
10130640,2010000001,2010000001,VTS,1,,2010-01-22 18:31:00,2010-01-22 19:11:00,1,40.0,21.15,-73.788155,40.641506,-73.93914,40.853863,132,243.0
10169945,2010000001,2010000001,VTS,1,,2010-01-22 19:35:00,2010-01-22 19:38:00,2,3.0,0.53,-73.988899,40.768551,-73.983208,40.77351,48,142.0
10173142,2010000001,2010000001,VTS,1,,2010-01-22 19:40:00,2010-01-22 19:46:00,4,6.0,1.52,-73.982834,40.773338,-73.978378,40.76152,142,161.0
10178176,2010000001,2010000001,VTS,1,,2010-01-22 19:48:00,2010-01-22 19:59:00,2,11.0,2.17,-73.977394,40.763618,-73.970406,40.788349,163,238.0
10203824,2010000001,2010000001,VTS,1,,2010-01-22 20:32:00,2010-01-22 20:45:00,2,13.0,2.09,-73.969856,40.789654,-73.946396,40.781357,238,263.0
10216234,2010000001,2010000001,VTS,1,,2010-01-22 20:55:00,2010-01-22 21:14:00,2,19.0,3.28,-73.965492,40.759308,-74.004944,40.741451,229,68.0
10231252,2010000001,2010000001,VTS,1,,2010-01-22 21:23:00,2010-01-22 21:33:00,2,10.0,1.71,-73.990868,40.734806,-74.00882,40.719063,113,231.0
10239621,2010000001,2010000001,VTS,1,,2010-01-22 21:39:00,2010-01-22 21:47:00,2,8.0,2.06,-74.005951,40.736149,-73.995445,40.759819,158,50.0
10244711,2010000001,2010000001,VTS,1,,2010-01-22 21:49:00,2010-01-22 21:56:00,2,7.0,1.06,-73.989723,40.767502,-73.990273,40.757774,48,48.0
10248948,2010000001,2010000001,VTS,1,,2010-01-22 21:57:00,2010-01-22 22:17:00,1,20.0,3.33,-73.989876,40.757496,-73.986504,40.722,48,148.0
10260477,2010000001,2010000001,VTS,1,,2010-01-22 22:19:00,2010-01-22 22:27:00,2,8.0,0.9,-73.987274,40.720268,-73.97831,40.730873,148,224.0
10265220,2010000001,2010000001,VTS,1,,2010-01-22 22:28:00,2010-01-22 22:40:00,2,12.0,2.43,-73.977982,40.729576,-73.97097,40.755783,224,162.0
10275170,2010000001,2010000001,VTS,1,,2010-01-22 22:46:00,2010-01-22 22:47:00,1,1.0,0.21,-73.969398,40.758877,-73.97113,40.757385,162,162.0
10277398,2010000001,2010000001,VTS,1,,2010-01-22 22:50:00,2010-01-22 23:14:00,1,24.0,6.24,-73.974434,40.753067,-73.899384,40.772877,162,223.0
10306499,2010000001,2010000001,VTS,1,,2010-01-22 23:41:00,2010-01-22 23:49:00,1,8.0,2.68,-73.960419,40.761436,-73.980537,40.736919,140,107.0
10311526,2010000001,2010000001,VTS,1,,2010-01-22 23:50:00,2010-01-22 23:59:00,1,9.0,1.6,-73.978653,40.736691,-74.002045,40.739758,107,90.0
10319792,2010000001,2010000001,VTS,1,,2010-01-23 00:05:00,2010-01-23 00:14:00,1,9.0,1.27,-73.999634,40.738693,-73.978355,40.729637,90,224.0
10325336,2010000001,2010000001,VTS,1,,2010-01-23 00:15:00,2010-01-23 00:32:00,3,17.0,2.63,-73.978966,40.729198,-74.009674,40.710537,79,261.0
10345189,2010000001,2010000001,VTS,1,,2010-01-23 00:53:00,2010-01-23 01:09:00,2,16.0,3.9,-73.983147,40.730476,-73.986847,40.766376,79,48.0
10354192,2010000001,2010000001,VTS,1,,2010-01-23 01:12:00,2010-01-23 01:24:00,2,12.0,2.84,-73.987808,40.768734,-74.000137,40.734802,48,249.0
10704283,2010000001,2010000001,VTS,1,,2010-01-23 19:11:00,2010-01-23 19:55:00,2,44.0,17.6,-73.78968,40.646706,-73.984039,40.759804,132,230.0
10736487,2010000001,2010000001,VTS,1,,2010-01-23 20:08:00,2010-01-23 20:18:00,2,10.0,1.52,-73.991188,40.750095,-73.995979,40.732395,186,113.0
10750079,2010000001,2010000001,VTS,1,,2010-01-23 20:34:00,2010-01-23 20:46:00,4,12.0,1.38,-73.98436,40.740108,-74.004524,40.740608,107,68.0
11207974,2010000001,2010000001,VTS,1,,2010-01-24 18:10:00,2010-01-24 18:32:00,1,22.0,15.29,-73.790184,40.646652,-73.951019,40.714073,132,80.0
11624492,2010000001,2010000001,VTS,1,,2010-01-25 18:50:00,2010-01-25 19:32:00,1,42.0,17.84,-73.785896,40.641369,-73.992485,40.749977,132,186.0
11650703,2010000001,2010000001,VTS,1,,2010-01-25 19:46:00,2010-01-25 19:52:00,1,6.0,1.77,-73.975555,40.7547,-73.95816,40.773708,162,236.0
11701120,2010000001,2010000001,VTS,1,,2010-01-25 21:59:00,2010-01-25 22:34:00,2,35.0,19.09,-73.78186,40.644779,-73.978378,40.766499,132,163.0
11715756,2010000001,2010000001,VTS,1,,2010-01-25 22:46:00,2010-01-25 22:49:00,2,3.0,0.65,-73.989265,40.749569,-73.990028,40.756649,186,100.0
12085840,2010000001,2010000001,VTS,1,,2010-01-26 19:31:00,2010-01-26 20:01:00,2,30.0,19.69,-73.776756,40.645535,-73.95488,40.773529,132,263.0
12101658,2010000001,2010000001,VTS,1,,2010-01-26 20:01:00,2010-01-26 20:05:00,1,4.0,0.52,-73.954826,40.773548,-73.960571,40.768856,263,141.0
12109413,2010000001,2010000001,VTS,1,,2010-01-26 20:16:00,2010-01-26 20:30:00,1,14.0,2.66,-73.970146,40.759861,-73.97464,40.787952,162,238.0
12117761,2010000001,2010000001,VTS,1,,2010-01-26 20:33:00,2010-01-26 20:41:00,1,8.0,1.39,-73.96579,40.800236,-73.948959,40.793407,151,75.0
12130272,2010000001,2010000001,VTS,1,,2010-01-26 20:59:00,2010-01-26 21:04:00,1,5.0,1.08,-73.97126,40.759193,-73.961357,40.771984,162,237.0
12134268,2010000001,2010000001,VTS,1,,2010-01-26 21:07:00,2010-01-26 21:12:00,2,5.0,0.8,-73.966736,40.764393,-73.964096,40.757381,237,229.0
12138240,2010000001,2010000001,VTS,1,,2010-01-26 21:15:00,2010-01-26 21:18:00,1,3.0,0.73,-73.958771,40.764168,-73.952187,40.772915,141,262.0
12140663,2010000001,2010000001,VTS,1,,2010-01-26 21:20:00,2010-01-26 21:30:00,1,10.0,2.07,-73.953926,40.774639,-73.976677,40.759453,263,161.0
12146500,2010000001,2010000001,VTS,1,,2010-01-26 21:32:00,2010-01-26 21:52:00,1,20.0,4.91,-73.97789,40.757553,-74.017326,40.711243,161,13.0
12164069,2010000001,2010000001,VTS,1,,2010-01-26 22:09:00,2010-01-26 22:13:00,2,4.0,0.78,-73.994118,40.751122,-73.986237,40.758743,186,230.0
12169059,2010000001,2010000001,VTS,1,,2010-01-26 22:20:00,2010-01-26 22:43:00,1,23.0,9.22,-73.975067,40.75563,-73.930946,40.857834,162,243.0
12192086,2010000001,2010000001,VTS,1,,2010-01-26 23:22:00,2010-01-26 23:25:00,1,3.0,1.09,-73.967957,40.759064,-73.962219,40.773651,229,237.0
12584977,2010000001,2010000001,VTS,1,,2010-01-27 19:54:00,2010-01-27 20:17:00,1,23.0,16.98,-73.780388,40.645336,-73.974274,40.74894,132,233.0
12643508,2010000001,2010000001,VTS,1,,2010-01-27 21:46:00,2010-01-27 22:12:00,1,26.0,17.65,-73.784279,40.648643,-73.99102,40.750637,132,186.0
12658647,2010000001,2010000001,VTS,1,,2010-01-27 22:18:00,2010-01-27 22:49:00,1,31.0,5.21,-73.994553,40.750172,-73.946342,40.809055,186,42.0
12674625,2010000001,2010000001,VTS,1,,2010-01-27 22:54:00,2010-01-27 23:00:00,3,6.0,1.52,-73.948082,40.809788,-73.954407,40.823208,42,116.0
12680344,2010000001,2010000001,VTS,1,,2010-01-27 23:08:00,2010-01-27 23:15:00,1,7.0,2.11,-73.956841,40.812744,-73.954399,40.789764,166,75.0
12686647,2010000001,2010000001,VTS,1,,2010-01-27 23:25:00,2010-01-27 23:29:00,4,4.0,1.12,-73.967651,40.761555,-73.973236,40.749012,162,233.0
12688523,2010000001,2010000001,VTS,1,,2010-01-27 23:30:00,2010-01-27 23:34:00,1,4.0,1.33,-73.974075,40.747528,-73.975868,40.733231,170,224.0
12690717,2010000001,2010000001,VTS,1,,2010-01-27 23:36:00,2010-01-27 23:42:00,2,6.0,0.9,-73.974869,40.733009,-73.982048,40.724194,224,79.0
12696243,2010000001,2010000001,VTS,1,,2010-01-27 23:53:00,2010-01-28 00:00:00,1,7.0,2.47,-73.973854,40.752228,-73.9506,40.783878,162,236.0
13010095,2010000001,2010000001,VTS,1,,2010-01-28 17:39:00,2010-01-28 18:40:00,1,61.0,18.8,-73.783455,40.648823,-73.97998,40.765694,132,163.0
13045846,2010000001,2010000001,VTS,1,,2010-01-28 18:42:00,2010-01-28 19:02:00,2,20.0,1.4,-73.980721,40.764957,-73.974213,40.750507,163,233.0
13059443,2010000001,2010000001,VTS,1,,2010-01-28 19:04:00,2010-01-28 19:14:00,3,10.0,2.08,-73.972504,40.749786,-73.984665,40.724571,233,79.0
13067695,2010000001,2010000001,VTS,1,,2010-01-28 19:17:00,2010-01-28 19:25:00,1,8.0,0.81,-73.987686,40.71962,-74.000526,40.721157,148,211.0
13073485,2010000001,2010000001,VTS,1,,2010-01-28 19:26:00,2010-01-28 19:42:00,1,16.0,3.79,-74.000793,40.720718,-74.003716,40.684597,211,54.0
13126629,2010000001,2010000001,VTS,1,,2010-01-28 20:53:00,2010-01-28 21:22:00,2,29.0,17.7,-73.789734,40.646839,-73.979469,40.761532,132,230.0
13146226,2010000001,2010000001,VTS,1,,2010-01-28 21:26:00,2010-01-28 21:48:00,1,22.0,6.56,-73.9739,40.758907,-74.008621,40.70554,161,87.0
13159909,2010000001,2010000001,VTS,1,,2010-01-28 21:49:00,2010-01-28 21:58:00,1,9.0,2.44,-74.008003,40.705894,-74.00592,40.733109,87,249.0
13165588,2010000001,2010000001,VTS,1,,2010-01-28 21:59:00,2010-01-28 22:16:00,2,17.0,6.99,-74.006256,40.733551,-73.960159,40.814922,249,166.0
13179317,2010000001,2010000001,VTS,1,,2010-01-28 22:23:00,2010-01-28 22:30:00,2,7.0,1.65,-73.968155,40.799938,-73.979897,40.779678,151,239.0
13184942,2010000001,2010000001,VTS,1,,2010-01-28 22:33:00,2010-01-28 22:44:00,1,11.0,2.14,-73.979729,40.776176,-73.974312,40.751873,142,162.0
13193661,2010000001,2010000001,VTS,1,,2010-01-28 22:49:00,2010-01-28 22:56:00,2,7.0,1.14,-73.980347,40.743382,-73.977188,40.73254,170,224.0
13689262,2010000001,2010000001,VTS,1,,2010-01-29 20:26:00,2010-01-29 20:43:00,1,17.0,7.24,-73.78968,40.646587,-73.855888,40.709969,132,95.0
13719170,2010000001,2010000001,VTS,1,,2010-01-29 21:15:00,2010-01-29 21:29:00,1,14.0,6.1,-73.789726,40.646912,-73.797119,40.709267,132,130.0
13748708,2010000001,2010000001,VTS,1,,2010-01-29 22:05:00,2010-01-29 22:29:00,1,24.0,16.36,-73.786713,40.641537,-73.957893,40.712528,132,256.0
13788628,2010000001,2010000001,VTS,1,,2010-01-29 23:13:00,2010-01-29 23:38:00,1,25.0,17.01,-73.788872,40.646236,-73.974068,40.755005,132,162.0
13803704,2010000001,2010000001,VTS,1,,2010-01-29 23:39:00,2010-01-29 23:50:00,1,11.0,3.11,-73.973228,40.755314,-73.974831,40.779308,162,239.0
13815909,2010000001,2010000001,VTS,1,,2010-01-30 00:00:00,2010-01-30 00:14:00,3,14.0,3.39,-73.986877,40.766582,-73.949203,40.780525,48,263.0
13826954,2010000001,2010000001,VTS,1,,2010-01-30 00:19:00,2010-01-30 00:29:00,1,10.0,2.87,-73.956116,40.771961,-73.984322,40.745087,141,164.0
14186342,2010000001,2010000001,VTS,1,,2010-01-30 18:01:00,2010-01-30 18:57:00,1,56.0,18.05,-73.78392,40.648651,-73.997658,40.75563,132,68.0
14222750,2010000001,2010000001,VTS,1,,2010-01-30 19:04:00,2010-01-30 19:20:00,2,16.0,2.49,-73.989914,40.751968,-74.002434,40.719742,100,231.0
14234653,2010000001,2010000001,VTS,1,,2010-01-30 19:23:00,2010-01-30 19:27:00,2,4.0,0.59,-74.002686,40.718513,-74.00975,40.720802,231,231.0
14247316,2010000001,2010000001,VTS,1,,2010-01-30 19:43:00,2010-01-30 19:53:00,1,10.0,2.09,-73.99794,40.74614,-73.99173,40.759617,68,48.0
14253623,2010000001,2010000001,VTS,1,,2010-01-30 19:53:00,2010-01-30 20:08:00,1,15.0,2.03,-73.991951,40.759151,-73.982559,40.739529,48,137.0
14266029,2010000001,2010000001,VTS,1,,2010-01-30 20:14:00,2010-01-30 20:24:00,4,10.0,1.78,-73.982574,40.739883,-73.98764,40.75716,107,230.0
14273914,2010000001,2010000001,VTS,1,,2010-01-30 20:28:00,2010-01-30 20:36:00,4,8.0,1.49,-73.98317,40.766193,-73.988823,40.748985,163,186.0
14279239,2010000001,2010000001,VTS,1,,2010-01-30 20:38:00,2010-01-30 20:46:00,2,8.0,1.71,-73.986549,40.747688,-73.982239,40.764423,164,163.0
14286208,2010000001,2010000001,VTS,1,,2010-01-30 20:51:00,2010-01-30 20:57:00,2,6.0,1.7,-73.977676,40.762833,-73.957092,40.776917,161,236.0
14290564,2010000001,2010000001,VTS,1,,2010-01-30 20:59:00,2010-01-30 21:05:00,2,6.0,1.28,-73.954582,40.774452,-73.967232,40.764576,263,237.0
14295872,2010000001,2010000001,VTS,1,,2010-01-30 21:09:00,2010-01-30 21:15:00,1,6.0,1.74,-73.966034,40.762653,-73.946922,40.776257,237,262.0
14300666,2010000001,2010000001,VTS,1,,2010-01-30 21:18:00,2010-01-30 21:32:00,1,14.0,3.89,-73.947952,40.778954,-73.980797,40.744431,263,170.0
14312803,2010000001,2010000001,VTS,1,,2010-01-30 21:41:00,2010-01-30 21:48:00,1,7.0,1.41,-73.969406,40.758324,-73.954102,40.773544,162,263.0
14349816,2010000001,2010000001,VTS,1,,2010-01-30 22:46:00,2010-01-30 22:59:00,1,13.0,3.12,-73.952614,40.776817,-73.985138,40.747768,263,164.0
14358486,2010000001,2010000001,VTS,1,,2010-01-30 23:00:00,2010-01-30 23:09:00,2,9.0,1.4,-73.98526,40.747608,-73.988327,40.731289,164,79.0
14364586,2010000001,2010000001,VTS,1,,2010-01-30 23:10:00,2010-01-30 23:18:00,1,8.0,1.12,-73.988205,40.731098,-74.000832,40.741837,79,90.0
14369974,2010000001,2010000001,VTS,1,,2010-01-30 23:19:00,2010-01-30 23:38:00,2,19.0,5.3,-74.001282,40.74192,-73.967537,40.802677,68,24.0
14383845,2010000001,2010000001,VTS,1,,2010-01-30 23:42:00,2010-01-31 00:11:00,2,29.0,6.7,-73.963058,40.799191,-73.992523,40.728504,151,113.0
14402414,2010000001,2010000001,VTS,1,,2010-01-31 00:13:00,2010-01-31 00:19:00,2,6.0,0.33,-73.991661,40.729553,-73.992142,40.725533,113,114.0
14406507,2010000001,2010000001,VTS,1,,2010-01-31 00:20:00,2010-01-31 00:29:00,1,9.0,1.54,-73.992256,40.725185,-73.977867,40.74218,114,137.0
1868438,2010000001,2010000001,VTS,1,,2010-02-08 18:34:00,2010-02-08 18:59:00,2,1500.0,18.91,-73.776772,40.645321,-73.922455,40.824982,132,69.0
1930542,2010000001,2010000001,VTS,2,,2010-02-08 20:49:00,2010-02-08 21:21:00,1,1920.0,18.76,-73.789635,40.646935,-73.984772,40.768379,132,48.0
1946812,2010000001,2010000001,VTS,1,,2010-02-08 21:30:00,2010-02-08 21:36:00,1,360.0,1.55,-73.977341,40.763256,-73.996124,40.753559,161,68.0
1954708,2010000001,2010000001,VTS,1,,2010-02-08 21:52:00,2010-02-08 22:00:00,1,480.0,1.78,-73.987625,40.754074,-73.981888,40.736645,100,107.0
1960636,2010000001,2010000001,VTS,1,,2010-02-08 22:09:00,2010-02-08 22:23:00,2,840.0,3.32,-73.994209,40.722836,-73.982246,40.758518,144,230.0
1972067,2010000001,2010000001,VTS,1,,2010-02-08 22:45:00,2010-02-08 23:14:00,2,1740.0,15.9,-73.990379,40.751148,-74.028107,40.637897,100,14.0
1986923,2010000001,2010000001,VTS,1,,2010-02-08 23:44:00,2010-02-08 23:47:00,1,180.0,0.86,-73.998886,40.734619,-73.998947,40.743866,249,90.0
2347309,2010000001,2010000001,VTS,2,,2010-02-09 20:04:00,2010-02-09 20:38:00,3,2040.0,19.95,-73.7771,40.645126,-73.967514,40.803165,132,24.0
2363535,2010000001,2010000001,VTS,1,,2010-02-09 20:38:00,2010-02-09 20:47:00,1,540.0,1.82,-73.967957,40.802513,-73.985161,40.780273,24,143.0
2368106,2010000001,2010000001,VTS,5,,2010-02-09 20:48:00,2010-02-09 20:49:00,1,60.0,0.0,-73.985291,40.780392,-73.985298,40.780388,143,143.0
2374204,2010000001,2010000001,VTS,1,,2010-02-09 21:01:00,2010-02-09 21:20:00,1,1140.0,4.58,-73.985291,40.767647,-73.936546,40.806488,48,74.0
2391018,2010000001,2010000001,VTS,1,,2010-02-09 21:37:00,2010-02-09 21:44:00,1,420.0,1.81,-73.971512,40.760223,-73.953529,40.779636,162,236.0
2399628,2010000001,2010000001,VTS,1,,2010-02-09 21:56:00,2010-02-09 22:01:00,1,300.0,0.67,-73.967644,40.758675,-73.961411,40.764336,229,141.0
2403283,2010000001,2010000001,VTS,1,,2010-02-09 22:04:00,2010-02-09 22:15:00,2,660.0,2.58,-73.959351,40.763454,-73.972427,40.785755,141,239.0
2415031,2010000001,2010000001,VTS,1,,2010-02-09 22:31:00,2010-02-09 22:47:00,3,960.0,2.19,-73.967957,40.761314,-73.991219,40.750751,162,186.0
2423346,2010000001,2010000001,VTS,1,,2010-02-09 22:53:00,2010-02-09 22:58:00,2,300.0,1.07,-73.987549,40.74699,-73.998497,40.740433,164,90.0
3471974,2010000001,2010000001,VTS,1,,2010-02-12 17:32:00,2010-02-12 18:17:00,1,2700.0,12.35,-73.776794,40.645813,-73.959816,40.688343,132,17.0
3519120,2010000001,2010000001,VTS,2,,2010-02-12 19:11:00,2010-02-12 20:04:00,1,3180.0,20.59,-73.789536,40.642296,-73.969398,40.799,132,151.0
3552807,2010000001,2010000001,VTS,1,,2010-02-12 20:12:00,2010-02-12 20:16:00,1,240.0,0.85,-73.978951,40.785469,-73.97316,40.795643,239,238.0
3558139,2010000001,2010000001,VTS,1,,2010-02-12 20:22:00,2010-02-12 20:28:00,2,360.0,1.2,-73.974586,40.790771,-73.987778,40.779362,238,143.0
3563032,2010000001,2010000001,VTS,1,,2010-02-12 20:31:00,2010-02-12 20:40:00,1,540.0,1.85,-73.987686,40.779324,-73.969933,40.764668,143,237.0
3569551,2010000001,2010000001,VTS,1,,2010-02-12 20:44:00,2010-02-12 20:58:00,1,840.0,2.43,-73.971764,40.760662,-73.992775,40.730133,161,113.0
3579038,2010000001,2010000001,VTS,1,,2010-02-12 21:02:00,2010-02-12 21:33:00,4,1860.0,8.57,-73.993645,40.732983,-73.944435,40.82246,113,116.0
3598794,2010000001,2010000001,VTS,1,,2010-02-12 21:41:00,2010-02-12 21:55:00,1,840.0,3.66,-73.958893,40.809692,-73.988403,40.764351,166,48.0
3607424,2010000001,2010000001,VTS,1,,2010-02-12 21:58:00,2010-02-12 22:08:00,4,600.0,1.34,-73.988998,40.760319,-73.986061,40.746861,48,164.0
3642986,2010000001,2010000001,VTS,2,,2010-02-12 23:06:00,2010-02-12 23:37:00,1,1860.0,19.23,-73.790199,40.644039,-73.962158,40.772911,132,237.0
3664177,2010000001,2010000001,VTS,1,,2010-02-12 23:47:00,2010-02-13 00:17:00,1,1800.0,7.89,-73.972664,40.760986,-73.890305,40.703697,161,102.0
3993362,2010000001,2010000001,VTS,2,,2010-02-13 17:24:00,2010-02-13 18:22:00,4,3480.0,18.8,-73.784172,40.648586,-73.980499,40.764774,132,163.0
4022506,2010000001,2010000001,VTS,1,,2010-02-13 18:23:00,2010-02-13 19:00:00,1,2220.0,8.33,-73.981049,40.763866,-74.001411,40.687832,163,54.0
4080016,2010000001,2010000001,VTS,2,,2010-02-13 20:05:00,2010-02-13 20:48:00,1,2580.0,17.82,-73.790154,40.643978,-73.984528,40.746761,132,164.0
4103188,2010000001,2010000001,VTS,1,,2010-02-13 20:48:00,2010-02-13 20:58:00,2,600.0,2.04,-73.983864,40.746609,-73.982384,40.769417,164,142.0
4109448,2010000001,2010000001,VTS,1,,2010-02-13 21:00:00,2010-02-13 21:10:00,2,600.0,1.79,-73.982956,40.769249,-73.971642,40.755127,142,162.0
4118363,2010000001,2010000001,VTS,1,,2010-02-13 21:17:00,2010-02-13 21:20:00,2,180.0,0.64,-73.977203,40.762547,-73.981216,40.768894,161,43.0
4120945,2010000001,2010000001,VTS,1,,2010-02-13 21:22:00,2010-02-13 21:28:00,2,360.0,1.17,-73.980629,40.770802,-73.993309,40.761204,142,48.0
4127247,2010000001,2010000001,VTS,1,,2010-02-13 21:34:00,2010-02-13 21:38:00,2,240.0,0.56,-73.982956,40.767609,-73.98217,40.774864,48,142.0
4130423,2010000001,2010000001,VTS,1,,2010-02-13 21:40:00,2010-02-13 21:45:00,3,300.0,1.29,-73.98243,40.775242,-73.971275,40.789532,142,238.0
4135205,2010000001,2010000001,VTS,1,,2010-02-13 21:49:00,2010-02-13 21:51:00,2,120.0,0.31,-73.975121,40.782528,-73.977859,40.778633,239,142.0
4136720,2010000001,2010000001,VTS,1,,2010-02-13 21:52:00,2010-02-13 21:57:00,1,300.0,1.3,-73.978752,40.777397,-73.970955,40.793098,142,238.0
4140994,2010000001,2010000001,VTS,1,,2010-02-13 22:00:00,2010-02-13 22:13:00,1,780.0,2.85,-73.971588,40.79483,-73.944916,40.82671,238,116.0
4152470,2010000001,2010000001,VTS,1,,2010-02-13 22:22:00,2010-02-13 22:31:00,1,540.0,0.98,-73.958977,40.815094,-73.963661,40.803909,166,166.0
4164623,2010000001,2010000001,VTS,1,,2010-02-13 22:45:00,2010-02-13 22:46:00,1,60.0,0.19,-73.971062,40.795437,-73.973946,40.796795,238,238.0
4168991,2010000001,2010000001,VTS,1,,2010-02-13 22:53:00,2010-02-13 23:08:00,1,900.0,3.54,-73.976692,40.788532,-73.99427,40.752804,238,68.0
4177849,2010000001,2010000001,VTS,1,,2010-02-13 23:09:00,2010-02-13 23:22:00,3,780.0,1.79,-73.994019,40.752563,-73.978935,40.736267,68,107.0
4215434,2010000001,2010000001,VTS,1,,2010-02-14 00:18:00,2010-02-14 00:38:00,4,1200.0,3.53,-73.990547,40.724266,-73.994202,40.690289,79,33.0
4230328,2010000001,2010000001,VTS,1,,2010-02-14 00:47:00,2010-02-14 00:53:00,2,360.0,0.49,-73.994789,40.7183,-73.988914,40.720879,148,148.0
4233787,2010000001,2010000001,VTS,1,,2010-02-14 00:54:00,2010-02-14 01:13:00,2,1140.0,2.28,-73.988579,40.721626,-73.956955,40.712658,148,256.0
4564864,2010000001,2010000001,VTS,2,,2010-02-14 19:09:00,2010-02-14 19:54:00,2,2700.0,21.0,-73.79026,40.644306,-74.002556,40.714436,132,45.0
4588691,2010000001,2010000001,VTS,1,,2010-02-14 19:57:00,2010-02-14 20:06:00,2,540.0,0.67,-74.000061,40.717735,-73.997269,40.725838,45,114.0
4597281,2010000001,2010000001,VTS,1,,2010-02-14 20:15:00,2010-02-14 20:25:00,1,600.0,0.93,-73.989525,40.734692,-73.99118,40.723484,107,148.0
5006081,2010000001,2010000001,VTS,2,,2010-02-15 19:12:00,2010-02-15 19:47:00,1,2100.0,18.12,-73.786667,40.640427,-73.974373,40.736786,132,137.0
5023703,2010000001,2010000001,VTS,1,,2010-02-15 19:51:00,2010-02-15 20:09:00,1,1080.0,2.41,-73.972412,40.743328,-74.001404,40.734726,233,249.0
5034108,2010000001,2010000001,VTS,1,,2010-02-15 20:16:00,2010-02-15 20:20:00,1,240.0,0.62,-73.988663,40.748974,-73.982712,40.7565,186,161.0
5037278,2010000001,2010000001,VTS,1,,2010-02-15 20:24:00,2010-02-15 20:27:00,2,180.0,0.54,-73.978767,40.75824,-73.969231,40.756763,161,229.0
5045221,2010000001,2010000001,VTS,1,,2010-02-15 20:45:00,2010-02-15 20:58:00,1,780.0,3.22,-73.987892,40.753998,-73.954727,40.774899,100,263.0
5051764,2010000001,2010000001,VTS,1,,2010-02-15 21:03:00,2010-02-15 21:17:00,2,840.0,3.46,-73.964035,40.767696,-73.980659,40.727161,237,79.0
5064238,2010000001,2010000001,VTS,1,,2010-02-15 21:39:00,2010-02-15 21:52:00,1,780.0,3.55,-73.978554,40.745838,-73.954933,40.78846,170,75.0
5077245,2010000001,2010000001,VTS,1,,2010-02-15 22:17:00,2010-02-15 22:23:00,2,360.0,1.39,-73.99437,40.751263,-73.981606,40.760609,68,230.0
5081624,2010000001,2010000001,VTS,1,,2010-02-15 22:31:00,2010-02-15 22:41:00,4,600.0,2.43,-73.96772,40.757263,-73.990685,40.745808,229,234.0
5893269,2010000001,2010000001,VTS,2,,2010-02-17 18:38:00,2010-02-17 19:21:00,1,2580.0,18.16,-73.786392,40.641399,-73.9916,40.746723,132,186.0
5918064,2010000001,2010000001,VTS,1,,2010-02-17 19:23:00,2010-02-17 19:33:00,3,600.0,1.08,-73.991478,40.746487,-73.985161,40.757294,186,230.0
5924200,2010000001,2010000001,VTS,1,,2010-02-17 19:34:00,2010-02-17 19:43:00,1,540.0,1.51,-73.985733,40.757614,-73.988983,40.774254,230,143.0
5931977,2010000001,2010000001,VTS,1,,2010-02-17 19:48:00,2010-02-17 19:51:00,1,180.0,0.59,-73.987267,40.769234,-73.990242,40.762074,48,48.0
