taxi_zone,time_stamp,time_interval,arr_weekday,arr_weekend,avg_weekday,avg_weekend,prob_pu_weekday,prob_pu_weekend,c_pu_weekday,c_pu_weekend
193,38,18:30:00,3.448359375000001,3.875307617187502,2.4,2.6,0.9682022381897977,0.9792520455354718,68.96718750000002,38.753076171875016
193,39,19:00:00,4.278906250000004,2.740683593750001,3.2,2.3,0.9861421892189313,0.9354737779089652,85.57812500000009,27.40683593750001
193,40,19:30:00,2.8203881835937503,4.0449194335937495,2.1,2.9,0.9404171908497858,0.9824888845933983,56.407763671875,40.44919433593749
193,41,20:00:00,3.997482910156249,3.35369873046875,2.9,2.5,0.98163820093235,0.9650451737766224,79.94965820312498,33.5369873046875
193,42,20:30:00,2.9130126953125024,2.9154296875000023,2.2,2.2,0.9456881419349779,0.9458192547584461,58.26025390625005,29.15429687500002
193,43,21:00:00,3.011425781250001,3.625,2.4,2.9,0.9507785503133501,0.9733509026636445,60.22851562500002,36.25
193,44,21:30:00,3.32598876953125,4.499999999999999,2.5,3.6,0.9640630321983307,0.9888910034617577,66.519775390625,44.99999999999999
193,45,22:00:00,3.6285144042968747,3.017451171875,2.95,2.8,0.9734443939864518,0.9510742370661635,72.57028808593749,30.174511718749997
193,46,22:30:00,4.35700927734375,3.6778125000000017,3.65,3.2,0.9871833385323511,0.9747217895153552,87.140185546875,36.77812500000002
193,47,23:00:00,6.844335937500002,3.92625,6.0,3.6,0.9989345264571813,0.9802825253824766,136.88671875000006,39.2625
193,48,23:30:00,5.511722412109377,4.014067382812502,4.9,2.6,0.9959608556827745,0.9819402104306288,110.23444824218754,40.140673828125024
194,1,00:00:00,1.3222802734375008,1.5302343750000003,0.65,0.6,0.7334731455903981,0.783515077284155,26.445605468750017,15.302343750000002
194,2,00:30:00,2.0892333984375027,1.710556640625003,0.75,0.7,0.8762180090775762,0.8192348566153973,41.78466796875006,17.10556640625003
194,3,01:00:00,1.7994726562499963,1.97408203125,0.45,0.6,0.8346139194546844,0.8611112507260397,35.989453124999926,19.7408203125
194,4,01:30:00,1.6300781250000034,1.5,0.25,0.3,0.8040857322731559,0.7768698398515702,32.60156250000007,15.0
194,5,02:00:00,2.6639062499999997,1.000000000000003,0.15,0.1,0.9303244805281493,0.6321205588285588,53.278124999999996,10.000000000000032
